,sitc4,exporter,value,rca
37029,6821,Australia,1264174,3.7092484898444775
37117,6822,Australia,382336,0.9192807728296709
37220,6831,Australia,2954272,18.494371533238606
37272,6832,Australia,205164,4.801449050979471
37334,6841,Australia,4840200,8.132898836088936
37432,6842,Australia,560296,1.0078677781302223
37562,6851,Australia,370422,12.24450035155601
37622,6852,Australia,2276,0.5440868341541415
37670,6861,Australia,1065124,8.991866853538914
37738,6863,Australia,39512,2.0375960193091314
37797,6871,Australia,6070,0.18216308668270895
37836,6872,Australia,2432,0.4604052821331344
37897,6891,Australia,1754,0.04437647823675179
37952,6899,Australia,116474,2.084398873380706
38076,6911,Australia,57374,0.26849566722896123
38166,6912,Australia,23910,0.36024969643269794
38263,6921,Australia,5960,0.23559249069391233
38336,6924,Australia,69006,0.5848643875519596
38449,6931,Australia,7560,0.11653720232775075
38569,6935,Australia,3896,0.10809431508535211
38654,6940,Australia,50362,0.14848641042232077
38747,6951,Australia,1202,0.08781948727109433
38803,6953,Australia,29804,0.17635045927551973
38894,6954,Australia,68834,0.2417228365973667
39020,6960,Australia,10234,0.08292686734081109
39093,6973,Australia,47540,0.6485707329200787
39166,6974,Australia,9336,0.06752663920073426
39257,6975,Australia,9716,0.31015170420916355
39321,6978,Australia,1020,0.027920617244853688
39415,6991,Australia,56750,0.1526066287189707
39503,6992,Australia,6452,0.15920653259681025
39566,6993,Australia,5138,0.1606367024961264
39623,6994,Australia,23368,0.3388878950748452
39683,6996,Australia,30446,0.32678404639414127
39766,6997,Australia,79918,0.24467680287160487
39862,6998,Australia,46894,0.2146136616207225
39948,6999,Australia,6540,0.10995486954839039
40072,69XX,Australia,228,1.544196119015629
40111,6AAA,Australia,502,14.177358394051234
40122,6XXX,Australia,360,1.5760164091699085
40179,711,Australia,1311,0.03546610289666837
40266,7111,Australia,600,0.02704080621806501
40320,7112,Australia,1204,0.14435001290257302
40366,7119,Australia,1774,0.056914903944712214
40434,712,Australia,1216,0.18991490558306426
40484,7126,Australia,3524,0.2024766658578732
40526,7129,Australia,5982,0.12300102641700773
40599,7131,Australia,51968,1.4137754782537835
40654,7132,Australia,559722,0.70871974257841
40716,7133,Australia,11258,0.15269247190017676
40773,7138,Australia,8682,0.06497208667441914
40840,7139,Australia,169736,0.2907487625730581
40964,7144,Australia,36690,0.10938606830869937
41050,7148,Australia,56384,0.4636302425814683
41132,7149,Australia,188206,0.2955952627688671
41243,7161,Australia,13298,0.10438780919481072
41316,7162,Australia,143568,0.3161385465491157
41419,7163,Australia,344,0.17172289358344758
41458,7169,Australia,18112,0.11686161574106987
41583,7188,Australia,16652,0.2131612004561007
41736,7211,Australia,13458,0.33219257207067215
41797,7212,Australia,87756,0.62426913016784
41869,7213,Australia,12574,0.6989087575898283
41916,7219,Australia,9786,0.22894282164399998
42028,7223,Australia,1060,0.08132263723764632
42066,7224,Australia,7046,0.04372883786117742
42178,7233,Australia,454,0.026714495332973796
42225,7234,Australia,119360,0.30910097153247307
42344,7239,Australia,109242,1.128469133155019
42470,7243,Australia,9644,0.10223129117695794
42547,7244,Australia,7294,0.07600395643444849
42617,7245,Australia,9264,0.08446794238747954
42687,7246,Australia,2260,0.047754275219906064
42743,7247,Australia,5538,0.06482760396147635
42812,7248,Australia,1732,0.13530100981816645
42901,7251,Australia,1654,0.0529274587245289
42946,7252,Australia,10196,0.17326214735142134
43012,7259,Australia,10660,0.17598708541620903
43084,7263,Australia,1736,0.05975716506464994
43140,7264,Australia,9854,0.0702092971461201
43206,7267,Australia,18470,0.33628270885698974
43260,7268,Australia,812,0.03413917802603662
43300,7269,Australia,12052,0.18141606111607128
43382,7271,Australia,1756,0.12825158906857287
43435,7272,Australia,76734,0.6915758832065303
43534,7281,Australia,39690,0.1944396926583387
43610,7283,Australia,130098,1.110019902659516
43697,7284,Australia,275470,0.20213796666379055
43846,72AA,Australia,396,10.862200595075729
43890,730,Australia,35196,1.1256318043377227
43959,7361,Australia,69954,0.2302633817827537
44042,7362,Australia,18328,0.14354485137420372
44118,7367,Australia,52142,0.4062482955113567
44182,7368,Australia,3416,0.07811812008949334
44238,7369,Australia,14124,0.1047504312359949
44342,7371,Australia,5568,0.17683953644182993
44397,7372,Australia,35728,0.7028437040929584
44459,7373,Australia,26810,0.20069860355349325
44574,741,Australia,122,0.018382778890113964
44628,7411,Australia,1206,0.12830726007228824
44673,7412,Australia,4462,0.18258196365789617
44727,7413,Australia,27490,0.23965693220143727
44802,7414,Australia,40962,0.23171704603883023
44885,7415,Australia,91480,0.28724526589755967
44962,7416,Australia,90430,0.2807268627189108
45098,7421,Australia,4104,0.1241325131958063
45160,7422,Australia,30844,0.4373946076845942
45235,7423,Australia,16652,0.3561987634588899
45291,7428,Australia,72048,0.3990938163793457
45378,7429,Australia,73726,0.5623873560620891
45491,7431,Australia,29688,0.08989741331117067
45580,7434,Australia,13908,0.15222363728386462
45640,7435,Australia,8926,0.4493674010675833
45695,7436,Australia,87072,0.3047879714106166
45791,7439,Australia,43966,0.20767463798115157
45915,7441,Australia,16658,0.09916657212037266
46000,7442,Australia,100070,0.31248134913928644
46094,7449,Australia,186964,0.5604941312114192
46228,7451,Australia,21136,0.26061650676493753
46284,7452,Australia,165028,0.37513883352877325
46403,7491,Australia,14734,0.048664066918294106
46478,7492,Australia,154150,0.26821484431201664
46579,7493,Australia,73366,0.1933222736776931
46672,7499,Australia,172062,0.552139520278853
46816,74AA,Australia,372,9.918722145803528
46953,7512,Australia,23988,0.27393392296082103
47009,7518,Australia,19368,0.08677548681158206
47098,752,Australia,1572,0.2830377067751658
47172,7521,Australia,7332,0.18458278644511478
47223,7522,Australia,40232,0.07435590003193887
47309,7523,Australia,145060,0.12571086631461798
47384,7524,Australia,66778,0.04390880310817956
47472,7525,Australia,41838,0.03063725215170334
47558,7528,Australia,82052,0.17826604760538392
47638,752A,Australia,846,1.2572881575135142
47690,7591,Australia,41452,0.19191572198353127
47763,7599,Australia,420600,0.1283712596360756
47909,75XX,Australia,178,3.3745170162505915
47939,7611,Australia,49236,0.08158313909797041
48072,7621,Australia,1426,0.007016509931521463
48125,7622,Australia,344,0.0031308627895337833
48174,7628,Australia,688,0.0033850992686069135
48283,7638,Australia,23658,0.03532660051960014
48373,7641,Australia,816646,0.6179918735498059
48470,7642,Australia,17950,0.07793725409271136
48537,7643,Australia,421264,0.27324603659955476
48649,7648,Australia,57314,0.359866570974015
48739,7649,Australia,466464,0.24323613847866163
48944,7711,Australia,35192,0.18900844910429523
49047,7712,Australia,134162,0.1870498681174038
49178,7721,Australia,477644,0.3041980131920536
49294,7722,Australia,27872,0.06059042023425511
49376,7723,Australia,9376,0.058037354588436084
49477,7731,Australia,190124,0.2219109786307617
49587,7732,Australia,7050,0.08049512779573069
49687,7741,Australia,30144,0.1980078138892168
49756,7742,Australia,49902,0.2878859633623516
49819,774A,Australia,302,2.641307116371262
49837,7751,Australia,24324,0.22430869988972682
49895,7752,Australia,28982,0.20558040929535581
49965,7753,Australia,12330,0.3748854038960652
49993,7754,Australia,2948,0.07268858182332842
50033,7757,Australia,6622,0.03448725210966285
50101,7758,Australia,43198,0.11581358700457589
50277,7762,Australia,1446,0.008365340893335136
50333,7763,Australia,62670,0.09364866744190875
50418,7764,Australia,110686,0.01979041093933349
50521,7768,Australia,29350,0.03415623227224021
50644,7781,Australia,30238,0.07399974264967858
50747,7782,Australia,15940,0.08851973490022547
50823,7783,Australia,77378,0.23021428258921328
50902,7784,Australia,6144,0.041309189673864655
50967,7788,Australia,245378,0.18043155276995365
51070,778A,Australia,296,1.7645684644008217
51133,77XX,Australia,240,1.3039171826300515
51188,7810,Australia,2313836,0.3315416796062457
51320,7821,Australia,75724,0.05980246642003611
51413,7822,Australia,18886,0.24893156697077862
51512,7831,Australia,3290,0.023890450167162482
51582,7832,Australia,4510,0.021561418428252297
51653,7841,Australia,932,0.018832124072144473
51701,7842,Australia,5446,0.076809929878662
51760,7849,Australia,866608,0.26467531232595193
51893,7851,Australia,18832,0.08401166945683464
51949,7852,Australia,2,2.5378458668351607e-05
52007,7853,Australia,51620,0.311170954169921
52094,7861,Australia,4926,0.04785649420869162
52179,7868,Australia,30072,0.2773307814975594
52311,7911,Australia,18,0.0028753770855117645
52335,7912,Australia,1094,0.041590795192892445
52414,7915,Australia,1634,0.05940234218836449
52459,7919,Australia,30330,0.320097273702547
52534,7921,Australia,5018,0.07784881251147509
52578,7922,Australia,4200,0.5686914466320214
52616,7923,Australia,21268,0.07945083271839484
52671,7924,Australia,15536,0.01417449303445098
52721,7928,Australia,3420,0.13237180726302866
52767,7929,Australia,402180,0.43868856729541544
52873,7931,Australia,7378,0.25853177875013916
52931,7932,Australia,590596,0.8799438330057695
53087,7938,Australia,17444,0.17404006805337022
53189,7AAA,Australia,432,12.871335643118805
53200,7XXX,Australia,28,0.1716997368753176
53248,811,Australia,39573,10.557341453755878
53287,812,Australia,441,0.27921673636859945
53325,8121,Australia,4866,0.054459796237716594
53383,8122,Australia,14260,0.36281659288246465
53457,8124,Australia,42918,0.12773795707346036
53582,813,Australia,4493,0.10615595618896112
53654,814,Australia,17773,2.278422667875085
53704,819,Australia,45296,1.28532913741563
53774,8211,Australia,82406,0.13398915566272743
53882,8212,Australia,31704,0.23563615156654216
53975,8219,Australia,89436,0.11297201928386101
54135,8310,Australia,12248,0.027175139328221288
54244,8421,Australia,1932,0.055386950389675976
54336,8422,Australia,1518,0.024083111612386705
54430,8423,Australia,11488,0.027320902628770797
54559,8424,Australia,688,0.01072274456137622
54655,8429,Australia,2504,0.012110811244565546
54795,8431,Australia,8942,0.0627989784228889
54894,8432,Australia,1182,0.04549365922693261
54975,8433,Australia,8212,0.08746475833399563
55080,8434,Australia,8332,0.08533435737570604
55186,8435,Australia,10622,0.06311708878978184
55298,8439,Australia,36474,0.05677931187382825
55461,8441,Australia,24594,0.09572332086612279
55577,8442,Australia,788,0.026787706154705646
55663,8443,Australia,1454,0.048937271910698535
55778,8451,Australia,366870,0.4976649896115533
55900,8452,Australia,9268,0.1482287160915348
56003,8459,Australia,42644,0.09652118143403031
56161,8462,Australia,27126,0.04878841083046676
56291,8463,Australia,6768,0.07255528025841879
56401,8465,Australia,2826,0.022726725416123725
56512,8471,Australia,107868,1.08686645576986
56609,8472,Australia,6370,0.06506639111395592
56717,8481,Australia,5986,0.037379866836212805
56800,8482,Australia,5638,0.06457867190554159
56876,8483,Australia,7576,0.2827427704839699
56941,8484,Australia,22974,0.2848151513297091
57027,848A,Australia,232,4.5232970092889255
57123,8510,Australia,56060,0.05211702644251488
57252,8710,Australia,417500,0.8672073040515742
57349,8720,Australia,314468,0.5481478614994338
57460,8731,Australia,17322,0.8099517991840897
57522,8732,Australia,19714,0.39182446515851577
57587,8741,Australia,41644,0.3590135950614487
57691,8742,Australia,66884,0.16871350624552672
57786,8743,Australia,89930,0.22745345550839458
57881,8744,Australia,65350,0.8826195385644722
57931,8745,Australia,26364,0.3485560382565728
58011,8748,Australia,354162,0.670316252587086
58117,8749,Australia,94302,0.4387414035540905
58218,874A,Australia,396,3.581929297634206
58234,874X,Australia,56,0.36383568225511415
58263,87AA,Australia,294,12.025142289445297
58273,87XX,Australia,182,2.8690939688607084
58315,8811,Australia,35152,0.1610497684171813
58376,8812,Australia,3818,0.3503680281167015
58428,8813,Australia,11368,0.0637598725541002
58503,8821,Australia,104080,0.9923295039653751
58561,8822,Australia,277966,0.8454029880606545
58652,8830,Australia,9070,1.1337417121145015
58694,8841,Australia,103594,0.8451501112453876
58762,8842,Australia,13300,0.11168138956208189
58836,8851,Australia,40026,0.11788051518258116
58913,8852,Australia,1994,0.02166132978541008
59024,8921,Australia,153576,0.5802523112290964
59125,8922,Australia,68844,0.6433645592676123
59196,8924,Australia,11902,0.4399346753034262
59255,8928,Australia,132510,0.603448381936091
59400,8931,Australia,104114,0.260074935995622
59505,8932,Australia,8210,0.2640642971696099
59570,8933,Australia,1340,0.6706827782144358
59607,8935,Australia,1022,0.1909858085075544
59648,8939,Australia,262066,0.23587479621010762
59813,8941,Australia,246,0.012636584301860418
59860,8942,Australia,189752,0.1792319423510472
59963,8946,Australia,9596,0.33892745311969336
60014,8947,Australia,78400,0.288976207720453
60103,894A,Australia,236,5.4455795397463005
60137,8951,Australia,2186,0.11068618300782176
60188,8952,Australia,4900,0.049149942883328135
60265,8959,Australia,8752,0.10330220361204663
60359,8960,Australia,152794,0.576324243365031
60493,8972,Australia,10010,0.19859199029359267
60565,8973,Australia,63990,0.15888982600804488
60682,8974,Australia,3652,0.16383264506893427
60737,8981,Australia,674,0.029519839131402485
60787,8982,Australia,1856,0.03758066724488288
60849,8983,Australia,260652,0.37498666177059387
60943,8989,Australia,354,0.01793768139963515
61013,8991,Australia,4978,0.4288549562323823
61074,8993,Australia,1228,0.01998843214599037
61146,8994,Australia,402,0.010938417488198958
61198,8996,Australia,215050,0.9812230906677355
61271,8997,Australia,6502,0.07625352363461356
61368,8998,Australia,5502,0.06260076950294295
61449,8999,Australia,4046,0.05012369349920431
61568,89AA,Australia,334,6.229700315960786
61584,89XX,Australia,294,2.111434736798364
61642,8XXX,Australia,154,0.7806309300637059
61701,9000,Australia,4167836,3.070859504355141
61878,914,Australia,21611,3.9465829791368394
61922,9310,Australia,3447330,1.323563791824965
62080,931A,Australia,292,0.09199912645807705
62113,9410,Australia,4060,0.9600274642027012
62171,9510,Australia,3340,0.07702902520074141
62226,9610,Australia,3322,0.2170390106505607
62244,9710,Australia,420102,3.879281519993063
62305,980,Australia,71932,1.1119150143102754
3,0011,Austria,118489,1.908025924339683
51,0012,Austria,1422,0.12829491239590943
91,0013,Austria,4027,0.19649706529124156
120,0014,Austria,4806,0.37436679308742715
166,0015,Austria,3315,0.1100126904132097
228,001X,Austria,150,15.057582056602039
240,0111,Austria,275114,1.3224049431390474
311,0112,Austria,181,0.005768948208004868
364,0113,Austria,249615,1.605467730502004
415,0114,Austria,13006,0.12425038097289784
479,0115,Austria,8070,1.785423294940153
505,0116,Austria,16472,0.519776870120824
553,0118,Austria,21199,2.676094642110578
637,0121,Austria,47039,2.243732934981086
667,0129,Austria,434,0.7081406413322947
723,0142,Austria,32173,1.9777008326900016
776,0149,Austria,22018,0.33253459544181574
844,014X,Austria,210,44.07070574392437
865,0223,Austria,367829,6.012425477896867
927,0224,Austria,33028,0.2592932711089044
1020,022X,Austria,178,11.317263247020628
1030,0230,Austria,12340,0.31494125178077664
1095,0240,Austria,232684,1.6802824500158693
1171,0251,Austria,2232,0.18172140304473078
1233,0252,Austria,2021,0.5992180812424177
1279,02XX,Austria,264,15.995058295105128
1297,0341,Austria,2241,0.02029248049933884
1417,0342,Austria,348,0.0022378278532033855
1545,0343,Austria,392,0.01601415946379012
1614,0344,Austria,1029,0.011490571793265203
1741,0350,Austria,242,0.005851458784882418
