,sitc4,exporter,value,rca
40986,7144,GuineaBissau,1612,7.891136592235833
41073,7148,GuineaBissau,2960,39.963894923929324
41705,721,GuineaBissau,369,68.957048378098
42570,7244,GuineaBissau,420,7.185879897951703
44066,7362,GuineaBissau,3446,44.31472304474366
46316,7452,GuineaBissau,386,1.4407277274713506
47408,7524,GuineaBissau,442,0.47720027260506653
49075,7712,GuineaBissau,592,1.3552200296822314
49214,7721,GuineaBissau,240,0.2509709824745244
49509,7731,GuineaBissau,1394,2.671559445203255
49918,7752,GuineaBissau,292,3.400920251482224
52636,7923,GuineaBissau,3182,19.51786004754975
54469,8423,GuineaBissau,520,2.030552313350656
55112,8434,GuineaBissau,596,10.022617197899837
55221,8435,GuineaBissau,814,7.941916005657929
55336,8439,GuineaBissau,816,2.0857253153350563
55496,8441,GuineaBissau,3796,24.259118419509498
57162,8510,GuineaBissau,1590,2.427078830886906
60407,8960,GuineaBissau,858,5.313835412404007
61980,9310,GuineaBissau,1250,0.788010954026007
1335,0341,Guyana,4378,4.432613242528723
1461,0342,Guyana,4956,3.5634406537259133
1648,0344,Guyana,4602,5.745974333637015
1771,0350,Guyana,1686,4.558239668630674
1891,0360,Guyana,84492,30.332463058045786
2276,0421,Guyana,49458,424.66320021931216
2325,0422,Guyana,6507,9.709585888688661
2826,0483,Guyana,322,1.0233054838616247
3794,0565,Guyana,504,0.8730782605839243
4795,0589,Guyana,2863,5.369878786719217
4965,0611,Guyana,245938,399.7057391913741
5117,0615,Guyana,4135,64.11433610159415
6715,0980,Guyana,504,0.2528003985931606
7320,1124,Guyana,11358,6.757353140923177
9797,2471,Guyana,3544,4.8989032329314774
9895,2472,Guyana,16804,23.58507958786692
9978,2481,Guyana,1014,42.76324457698987
10039,2482,Guyana,1184,0.4040707952745888
10152,2483,Guyana,5196,3.5723078666570665
13027,2873,Guyana,151142,107.62829831791441
13434,2882,Guyana,354,0.2660642245904826
16679,421,Guyana,5258,159.88708064999295
16716,422,Guyana,1475,13.408177410647424
16899,4236,Guyana,726,3.3757408760194685
18288,5121,Guyana,3034,1.4531626676263751
19169,5157,Guyana,224,0.7157149290740852
24962,589,Guyana,2413,19.358372113116086
25738,5989,Guyana,11584,1.925809305632387
26815,615,Guyana,247,22.806014834949735
27883,6342,Guyana,40070,34.57122446931863
28034,6349,Guyana,482,21.162117121367096
28239,6353,Guyana,578,0.4435024479512721
28777,6415,Guyana,1140,0.4034010617522486
34894,6672,Guyana,45326,5.791623022707144
37465,6842,Guyana,710,0.18846571929409983
38367,6924,Guyana,250,0.31267727005295565
40870,7139,Guyana,658,0.1663250964809176
41265,7161,Guyana,486,0.5629731759562853
42375,7239,Guyana,392,0.5975497754956755
45318,7428,Guyana,312,0.255032566827495
47409,7524,Guyana,226,0.021928786997604244
48407,7641,Guyana,386,0.04310465847747278
51794,7849,Guyana,322,0.014512244637730012
53810,8211,Guyana,1826,0.4381265466428551
54017,8219,Guyana,3474,0.6475544870953788
54470,8423,Guyana,1826,0.6408248854084316
55006,8433,Guyana,348,0.5469547301363958
55222,8435,Guyana,2264,1.9852036429038895
55337,8439,Guyana,9112,2.093188889788234
55691,8443,Guyana,2984,14.820475789726432
55815,8451,Guyana,628,0.12571077745365775
56324,8463,Guyana,384,0.6074742549923339
56432,8465,Guyana,5090,6.04046633751561
58335,8811,Guyana,592,0.4002393186571274
61757,9000,Guyana,249486,27.125858039853018
61981,9310,Guyana,13154,0.7452600397564838
62129,9410,Guyana,3400,118.63819200623155
62266,9710,Guyana,1492,2.0330747673725074
1336,0341,Haiti,928,1.4309222067924192
1892,0360,Haiti,6988,3.8205769249350316
4353,0579,Haiti,19972,25.705874850909098
4714,0586,Haiti,3648,32.79591930423438
4796,0589,Haiti,276,0.7883810589002502
5444,0711,Haiti,19236,21.773527407652658
5635,0721,Haiti,5163,25.91222016962864
6631,0914,Haiti,300,2.5779040917762908
7321,1124,Haiti,1246,1.128955331566306
8484,2114,Haiti,378,140.72097229693927
13435,2882,Haiti,1072,1.2270491839902955
13667,2911,Haiti,742,22.21573015800781
13972,2924,Haiti,778,6.581948189489196
14147,2926,Haiti,298,0.7264621563217406
14233,2927,Haiti,698,1.4390293183424412
21824,5513,Haiti,9254,65.9487713925256
24895,586,Haiti,1246,41.2507846100286
26126,6114,Haiti,3930,3.5798259413126514
26227,6115,Haiti,892,5.8364709270935275
26307,6116,Haiti,2614,19.47794079165084
27585,6289,Haiti,760,0.7594574989715145
28240,6353,Haiti,420,0.49079647892373207
28345,6354,Haiti,734,2.7665134486465273
29498,6428,Haiti,896,0.8646645709364983
31497,6560,Haiti,1526,2.9331880654472355
31781,6575,Haiti,1724,11.30007713248127
32053,6581,Haiti,3544,30.41859213640305
32404,6589,Haiti,5246,9.611609506136423
34465,6652,Haiti,2022,4.427382032219404
39194,6974,Haiti,786,1.2776408300251163
39338,6978,Haiti,1698,10.445626022430941
39796,6997,Haiti,4142,2.8499039847905645
39891,6998,Haiti,514,0.5286584131537225
40213,711,Haiti,3134,19.053804901109437
41706,721,Haiti,177,4.527279270314963
48975,7711,Haiti,420,0.5069422683739998
49076,7712,Haiti,1028,0.3221016436498319
49215,7721,Haiti,816,0.11679228333217999
49319,7722,Haiti,992,0.4846402134586209
49510,7731,Haiti,378,0.09915293850789678
52968,7932,Haiti,244,0.0817007834001464
53488,8124,Haiti,1000,0.6688865058383483
53811,8211,Haiti,846,0.30913851994799285
54018,8219,Haiti,1444,0.4099186344054012
54471,8423,Haiti,33560,17.936781286153632
54688,8429,Haiti,698,0.7586933497351078
55113,8434,Haiti,428,0.9851228073319929
55223,8435,Haiti,1566,2.0912423426186213
55338,8439,Haiti,14958,5.233017701527826
55497,8441,Haiti,2004,1.7529044728546017
55602,8442,Haiti,16394,125.24666871560807
55692,8443,Haiti,2724,20.604135427651546
55816,8451,Haiti,49954,15.228849793071495
56043,8459,Haiti,53050,26.98497539945303
56201,8462,Haiti,291544,117.84386194524707
56325,8463,Haiti,22986,55.37886112280204
56433,8465,Haiti,16966,30.663103845556517
56639,8472,Haiti,26524,60.887515078101885
56745,8481,Haiti,1362,1.9113934295922557
56970,8484,Haiti,952,2.6523776776697137
59212,8924,Haiti,446,3.7048877187635862
59895,8942,Haiti,262,0.0556163244965262
60044,8947,Haiti,5692,4.715012625647244
60408,8960,Haiti,830,0.7035753647782567
61301,8997,Haiti,404,1.064795631662332
61395,8998,Haiti,498,1.2733868838246523
61471,8999,Haiti,590,1.642635266601775
61758,9000,Haiti,646,0.1069679782789118
61982,9310,Haiti,6168,0.5322042372140398
1349,0341,Kenya,808,0.34849778397262865
1473,0342,Kenya,128,0.039206022067839096
1572,0343,Kenya,114,0.22182899538926124
1658,0344,Kenya,81104,43.13838866532718
1779,0350,Kenya,18653,21.482897383152963
1902,0360,Kenya,9824,1.5023980751002575
2011,0371,Kenya,24274,13.07800259821884
2914,0484,Kenya,129,0.056455053332520044
2999,0488,Kenya,1776,1.5529363256973128
3364,0545,Kenya,224879,78.47905573661716
3475,0546,Kenya,1906,0.9772235991843415
3807,0565,Kenya,14486,10.689950560891461
4256,0577,Kenya,7796,6.084946679266289
4366,0579,Kenya,20851,7.506860274493146
4630,0585,Kenya,15498,7.7609506003833495
4725,0586,Kenya,470,1.1819073952949863
4809,0589,Kenya,69574,55.5897454173174
4971,0611,Kenya,2096,1.4511443097112793
5332,0620,Kenya,426,0.3584368283645213
5455,0711,Kenya,252965,80.09309447402153
5544,0712,Kenya,3702,5.890474699809727
5595,071A,Kenya,310,11.71136344594165
5907,0741,Kenya,446575,578.5092830911594
6081,0752,Kenya,571,1.4522849299551135
6727,0980,Kenya,10205,2.1805437500046367
7240,1123,Kenya,578,0.3158673806341041
7675,1211,Kenya,4890,9.627362629855998
7757,1212,Kenya,25746,14.605513258390895
7824,1213,Kenya,1248,19.16379167523221
8350,2111,Kenya,36044,25.831331554115742
8435,2112,Kenya,11856,110.66981248983278
8488,2114,Kenya,1692,176.19273565817022
8538,2116,Kenya,592,3.797930521705652
8893,2224,Kenya,514,1.5492315191996613
9903,2472,Kenya,572,0.34199934930604337
10162,2483,Kenya,292,0.08551989652503054
10724,2631,Kenya,7006,2.8461519401919815
10851,2633,Kenya,248,2.8530692944706377
11009,2654,Kenya,16172,1313.0713065695443
11021,2655,Kenya,406,25.88954974336494
11360,2681,Kenya,1434,2.371257271846903
11841,2731,Kenya,552,0.7639864889910869
12454,2785,Kenya,18896,71.30938379763883
13337,2881,Kenya,232,0.31187701563279424
13450,2882,Kenya,3792,1.214104662505127
13675,2911,Kenya,354,2.9646986870858294
13767,2919,Kenya,710,0.5171262940284191
13854,2922,Kenya,1552,16.052775766963194
13984,2924,Kenya,6658,15.75575670134201
14071,2925,Kenya,1252,1.411561654653664
14159,2926,Kenya,36972,25.21101253924026
14245,2927,Kenya,296284,170.86103448112053
14337,2929,Kenya,25732,25.141885898608926
14460,2XXX,Kenya,38,12.939769188710324
15067,3343,Kenya,14518,1.313895275076667
15169,3344,Kenya,7402,0.5369899117095747
15268,3345,Kenya,334,0.052139692028839585
15427,3351,Kenya,708,1.570465326695348
15722,341,Kenya,130,0.332895405388577
15964,342,Kenya,128,0.3579795168955889
16040,343,Kenya,114,1.6099203004749854
16096,344,Kenya,7624,28.01436487767125
16164,350,Kenya,113,0.8828301493966508
16313,360,Kenya,2914,6.587733826081224
16403,371,Kenya,2916,11.115830498457855
17856,484,Kenya,129,0.24719152228263772
18301,5121,Kenya,1598,0.3260468497062033
20031,5232,Kenya,37926,17.627706327292394
20497,5322,Kenya,4900,25.628864867028476
20618,5331,Kenya,324,0.14108339835517394
21202,5416,Kenya,210,0.048876507845834805
21296,5417,Kenya,2594,0.09137943966194116
21396,5419,Kenya,210,0.09977056147848563
21629,545,Kenya,22661,33.96490503510185
21704,546,Kenya,454,1.2132273374178983
22022,5530,Kenya,786,0.09524777275114095
22216,5542,Kenya,292,0.08476270097889786
22293,5543,Kenya,672,2.119170426599915
22778,565,Kenya,8062,31.02324905953969
23207,577,Kenya,114,0.43938384215409065
23288,579,Kenya,14127,23.176553808058554
23962,5831,Kenya,40,0.005380584816411788
24470,5839,Kenya,636,0.07111207123289663
24773,585,Kenya,2722,6.615475244648698
24973,589,Kenya,18376,62.80107411828941
25462,5922,Kenya,158,0.05168421701250469
25751,5989,Kenya,840,0.05948926399574809
26049,6113,Kenya,326,1.0513528482227914
26137,6114,Kenya,9050,2.305889821735392
26238,6115,Kenya,3648,6.6766854208932855
26315,6116,Kenya,9676,20.167586598073825
26622,6123,Kenya,366,0.22019684468362893
27805,6341,Kenya,278,0.28812615555384713
28355,6354,Kenya,7954,8.385769584689857
28448,6359,Kenya,460,0.3694224442412371
28633,6412,Kenya,394,0.052735811624074494
29766,6513,Kenya,2364,0.8656939987754986
29859,6514,Kenya,42,0.008123595264375335
30121,6519,Kenya,1340,1.3799315053914003
30779,6536,Kenya,478,1.246613997396674
31408,6552,Kenya,1268,0.26859830570028287
31508,6560,Kenya,254,0.13656509303919206
31792,6575,Kenya,444,0.8140437180232842
32219,6583,Kenya,210,0.5666107096886115
32824,6597,Kenya,470,4.102978317494286
33031,6612,Kenya,17332,9.81583204057555
33116,6613,Kenya,1638,0.8803460878436109
33560,6633,Kenya,1150,0.6721584948549385
34764,6666,Kenya,430,0.5710361996663282
34986,6673,Kenya,6756,9.441904953350818
37064,6821,Kenya,384,0.07082765372233654
37382,6841,Kenya,600,0.06337615244937089
37478,6842,Kenya,4194,0.4742496526516961
38695,6940,Kenya,852,0.15791227527281596
38934,6954,Kenya,356,0.07858817959763245
39205,6974,Kenya,3868,1.758706279638649
39808,6997,Kenya,260,0.05003963055834245
40222,711,Kenya,85205,144.90000995551173
40623,7131,Kenya,224,0.38307606371851577
40678,7132,Kenya,240,0.01910319249158328
40999,7144,Kenya,1030,0.19303856571334826
41083,7148,Kenya,1784,0.9221536325049468
41178,7149,Kenya,1290,0.12736387736626065
41362,7162,Kenya,424,0.05869190622146465
43169,7264,Kenya,366,0.16392896970240722
43752,7284,Kenya,6,0.00027676896559085406
44076,7362,Kenya,672,0.33085246395559487
44598,741,Kenya,158013,1496.7067175392044
44758,7413,Kenya,410,0.22469410008160307
45413,7429,Kenya,528,0.2531869721708354
45734,7436,Kenya,630,0.13862846333721557
45825,7439,Kenya,136,0.040382943500392406
46717,7499,Kenya,8,0.0016137877346029833
46932,7511,Kenya,764,15.119076265019329
47131,752,Kenya,571,6.462795588588863
47256,7522,Kenya,2878,0.3343698869210404
47342,7523,Kenya,426,0.02320744349517992
47421,7524,Kenya,466,0.019261790917510048
47511,7525,Kenya,748,0.03443285626557155
47813,7599,Kenya,5308,0.1018408475606087
48032,7612,Kenya,330,1.9533676254606396
48312,7638,Kenya,202,0.018961284115510794
48419,7641,Kenya,4,0.00019028364975721715
48585,7643,Kenya,1576,0.06426112047223191
48685,7648,Kenya,2904,1.1462252067380398
48791,7649,Kenya,5292,0.17346919375725858
49089,7712,Kenya,262,0.022962635407582716
49228,7721,Kenya,756,0.030266792441968927
49330,7722,Kenya,246,0.03361735148140198
49785,7742,Kenya,290,0.10517029515180698
50246,7761,Kenya,1582,0.4719742416958489
50373,7763,Kenya,390,0.036635242518853244
50464,7764,Kenya,9736,0.10942970812453702
50553,7768,Kenya,510,0.037309942970993604
50691,7781,Kenya,220,0.03384483366026576
50857,7783,Kenya,298,0.055734432605843286
51014,7788,Kenya,658,0.030415524802672362
51239,7810,Kenya,1318,0.011871716753049901
51809,7849,Kenya,862,0.016549716654426724
52644,7923,Kenya,854,0.200549798007694
54030,8219,Kenya,420,0.033350348083567134
54182,8310,Kenya,328,0.04574809369610998
54485,8423,Kenya,37652,5.6289996683783885
54702,8429,Kenya,538,0.16357380002539237
55352,8439,Kenya,43186,4.226124314618963
55510,8441,Kenya,13170,3.2223070362565602
55943,8452,Kenya,254,0.25537159845695295
56056,8459,Kenya,660,0.09390769622935344
56649,8472,Kenya,228,0.146401218218292
57294,8710,Kenya,1030,0.1344919307830145
57394,8720,Kenya,252,0.027613048951042895
57633,8741,Kenya,2372,1.2854811068044611
57730,8742,Kenya,242,0.03837386429489745
57964,8745,Kenya,202,0.1678824249387457
58055,8748,Kenya,1596,0.18989049713603326
58723,8841,Kenya,450,0.230783268985882
58786,8842,Kenya,634,0.33466552941402244
59070,8921,Kenya,260,0.06175319491786477
59304,8928,Kenya,4484,1.2836588920168215
59699,8939,Kenya,268,0.01516345645690491
59906,8942,Kenya,2508,0.14891866622471817
60054,8947,Kenya,4340,1.00560705317356
60222,8952,Kenya,216,0.13619878867911306
60421,8960,Kenya,1136,0.26935899076873915
60525,8972,Kenya,456,0.5687023855517941
60616,8973,Kenya,1616,0.2522422851681371
60964,8989,Kenya,608,1.9366858511676712
61314,8997,Kenya,2186,1.6115940894216259
61480,8999,Kenya,224,0.17444469310629293
61773,9000,Kenya,2526,0.11699713540911566
61996,9310,Kenya,19838,0.47879814753711103
62341,980,Kenya,1361,1.322513581402108
1356,0341,Madagascar,297,0.16976871991540196
1480,0342,Madagascar,3748,1.5214404454846686
1784,0350,Madagascar,2218,3.3854645469933815
1910,0360,Madagascar,183473,37.18616496400304
2017,0371,Madagascar,27438,19.59138269245012
2337,0422,Madagascar,161,0.13563223534751703
2456,0440,Madagascar,125,0.06132834468266691
3200,0542,Madagascar,3831,7.150259351859234
3372,0545,Madagascar,1068,0.49395647746752147
3481,0546,Madagascar,106,0.07202603038255101
3813,0565,Madagascar,4076,3.9863364963919747
4261,0577,Madagascar,121,0.12516499359317385
4372,0579,Madagascar,56513,26.964499975627174
4729,0586,Madagascar,402,1.3397513700862682
4813,0589,Madagascar,175,0.1853097736446667
4973,0611,Madagascar,6357,5.832894225393112
5052,0612,Madagascar,15927,16.312901022240155
5460,0711,Madagascar,36584,15.351060723384622
5643,0721,Madagascar,6080,11.311996357503077
5994,0751,Madagascar,3761,12.330331401674286
6085,0752,Madagascar,208509,702.8345341008297
6151,07AA,Madagascar,778,2844.6401374488805
6272,0812,Madagascar,105,1.1447488999137283
6350,0813,Madagascar,659,0.3663774076196435
6431,0814,Madagascar,157,0.25675809781830156
7679,1211,Madagascar,604,1.5759701037191423
7761,1212,Madagascar,424,0.3187758992898661
8359,2111,Madagascar,3272,3.107704183149586
8441,2112,Madagascar,854,10.56480337790374
8645,2119,Madagascar,1490,17.413693847588963
9811,2471,Madagascar,24,0.01872981690221543
9912,2472,Madagascar,8166,6.470698897588183
10055,2482,Madagascar,5372,1.0350442244752087
10171,2483,Madagascar,3094,1.2009286045100795
10730,2631,Madagascar,9594,5.16535561853128
11010,2654,Madagascar,9918,1067.2379183550613
11845,2731,Madagascar,354,0.6493254529067822
12294,2782,Madagascar,14872,14.234606012169039
12366,2783,Madagascar,206,0.5713783307613028
12458,2785,Madagascar,3190,15.954384378900794
13236,2879,Madagascar,4498,6.198964277636578
13459,2882,Madagascar,328,0.13917915857768187
13908,2923,Madagascar,10052,227.84610963919803
13990,2924,Madagascar,3816,11.967857396375809
14248,2927,Madagascar,1188,0.9079539816959747
14341,2929,Madagascar,12130,15.707160223690362
15726,341,Madagascar,297,1.0079371737262077
15969,342,Madagascar,2484,9.206877485239344
16169,350,Madagascar,204,2.1122311585835347
16319,360,Madagascar,71275,213.5483826587409
16408,371,Madagascar,18654,94.2407932750902
16722,422,Madagascar,161,0.8262676426845899
17043,4242,Madagascar,220,0.23117957324571656
17528,440,Madagascar,125,0.271463926004454
19257,5161,Madagascar,390,0.20388611335533402
21514,542,Madagascar,2493,25.802331703697106
21632,545,Madagascar,1068,2.12146148299161
21706,546,Madagascar,106,0.37540907306740234
21840,5513,Madagascar,15536,41.04399290319395
22028,5530,Madagascar,4,0.0006423989744500676
22782,565,Madagascar,3540,18.053454355266684
23208,577,Madagascar,121,0.6180692906312921
23290,579,Madagascar,54875,119.31251836197657
24977,589,Madagascar,175,0.792623059354262
25468,5922,Madagascar,978,0.423986739370122
25758,5989,Madagascar,246,0.023089098767166923
25955,611,Madagascar,691,5.455099909265523
26146,6114,Madagascar,932,0.3147157299287428
26471,612,Madagascar,3907,26.838430754345783
27811,6341,Madagascar,262,0.3598750552264386
28259,6353,Madagascar,278,0.12042873407196222
28360,6354,Madagascar,2674,3.7362102369529397
28453,6359,Madagascar,508,0.5406817647921961
29214,6421,Madagascar,618,0.2636147489309189
29516,6428,Madagascar,750,0.2683082924768884
29771,6513,Madagascar,1586,0.7697198424169834
29864,6514,Madagascar,216,0.05536882446729257
30127,6519,Madagascar,992,1.3538700113983548
30253,6521,Madagascar,3738,3.6820760565466264
30356,6522,Madagascar,226,0.051316574984121
30487,6531,Madagascar,698,0.17982068002402432
31003,6541,Madagascar,474,1.2135866889003413
31413,6552,Madagascar,702,0.1970759787242191
31714,6573,Madagascar,236,0.10486831532535108
31796,6575,Madagascar,2958,7.187460870771334
32068,6581,Madagascar,1660,5.281857277391212
32317,6584,Madagascar,2628,1.1500418600185356
32421,6589,Madagascar,286,0.19425269036772663
32827,6597,Madagascar,2384,27.581645968155044
33037,6612,Madagascar,3532,2.6510120250125557
34991,6673,Madagascar,8522,15.784254615289198
35056,6674,Madagascar,48,0.3678944642746266
38201,6912,Madagascar,244,0.3062802513617946
38942,6954,Madagascar,516,0.15096264527663117
39906,6998,Madagascar,214,0.0815941419403946
40225,711,Madagascar,6528,14.71282417186371
41712,721,Madagascar,2866,27.1752396221939
43650,7283,Madagascar,224,0.1592257433196805
46888,751,Madagascar,2103,29.89254275083158
47133,752,Madagascar,113669,1705.0570531320077
48592,7643,Madagascar,326,0.01761660615984732
49236,7721,Madagascar,5658,0.3002065134994952
49787,7742,Madagascar,222,0.10669906995541599
50470,7764,Madagascar,32,0.0004766693401549975
52645,7923,Madagascar,466,0.1450316672409235
53305,812,Madagascar,105,5.5385652590543
53504,8124,Madagascar,294,0.07290090877843046
53616,813,Madagascar,659,1.2971747418269461
53676,814,Madagascar,157,1.6767886490022395
53829,8211,Madagascar,234,0.03169799517643466
54038,8219,Madagascar,1128,0.11870602022976204
54189,8310,Madagascar,958,0.17708314721973883
54286,8421,Madagascar,260,0.6209816979451113
54381,8422,Madagascar,368,0.48640022438219893
54494,8423,Madagascar,101226,20.056161288188196
54605,8424,Madagascar,7604,9.873354973599078
54711,8429,Madagascar,9886,3.9834983176268266
54845,8431,Madagascar,1012,0.5921115694988008
55025,8433,Madagascar,15034,13.340245649552141
55130,8434,Madagascar,4478,3.8208841621861027
55241,8435,Madagascar,3542,1.753453850756159
55362,8439,Madagascar,75484,9.789640825478322
55518,8441,Madagascar,36896,11.963906076322546
55616,8442,Madagascar,1778,5.035541581828863
55706,8443,Madagascar,11594,32.509760184185545
55838,8451,Madagascar,322472,36.443663002502795
55949,8452,Madagascar,3244,4.322472992636925
56065,8459,Madagascar,26020,4.906559929382261
56222,8462,Madagascar,63504,9.515620591561888
56343,8463,Madagascar,18,0.016076307336452923
56448,8465,Madagascar,11962,8.014448204474027
56559,8471,Madagascar,32826,27.555395259582834
56834,8482,Madagascar,846,0.8073084939869098
56986,8484,Madagascar,2440,2.520121151830122
57091,84XX,Madagascar,70,33.9448919594931
57182,8510,Madagascar,898,0.06955173902063844
57638,8741,Madagascar,366,0.2628722021525857
58789,8842,Madagascar,918,0.6422098616477925
58871,8851,Madagascar,458,0.11237518851123687
58944,8852,Madagascar,208,0.18824715286528929
59707,8939,Madagascar,1114,0.08353359453125112
59912,8942,Madagascar,3512,0.2763685866400601
60060,8947,Madagascar,4322,1.3271985801931911
60227,8952,Madagascar,256,0.21393016388128713
60430,8960,Madagascar,338,0.10621415776948859
60624,8973,Madagascar,6414,1.3268384734780552
61043,8991,Madagascar,204,1.4641677264278943
61110,8993,Madagascar,218,0.29562555820862324
61235,8996,Madagascar,602,0.22883893881840123
61319,8997,Madagascar,10908,10.657692906313006
61410,8998,Madagascar,1112,1.0540688859035694
61784,9000,Madagascar,13374,0.8209482203799523
62007,9310,Madagascar,6860,0.21942760143529008
62137,9410,Madagascar,2998,59.060126579926326
1358,0341,Malta,9304,2.0965086397216584
1482,0342,Malta,4099,0.6559323091092287
1664,0344,Malta,8767,2.436188822960147
1912,0360,Malta,319,0.025487406314715123
2921,0484,Malta,534,0.12209353367335375
3004,0488,Malta,6264,2.8615459968743253
3129,0541,Malta,5538,6.626635967113141
3815,0565,Malta,26,0.010023949232636905
4638,0585,Malta,4390,1.1485292961566063
4816,0589,Malta,123,0.051344167715744536
5645,0721,Malta,246,0.18042491712935166
6736,0980,Malta,8000,0.8930588473842179
7129,1121,Malta,420,0.04518944261887161
7246,1123,Malta,742,0.21184544991453425
7681,1211,Malta,352,0.3620590683399711
7892,1221,Malta,286,0.4697851706369397
8029,1223,Malta,514,0.512265390747846
8361,2111,Malta,244,0.09135702189511916
8442,2112,Malta,220,1.0728819997192431
8895,2224,Malta,3580,5.637343863455708
9450,2331,Malta,1082,0.2102293791705282
11301,2672,Malta,854,6.687479775700222
11775,2713,Malta,1758,2.1579426831885393
12847,2820,Malta,5396,0.9154694093801429
13462,2882,Malta,3922,0.6560450791149094
14343,2929,Malta,1130,0.5768209779720515
14778,3330,Malta,11302,0.034093424239387236
14983,3342,Malta,25908,1.991423927763054
15076,3343,Malta,39932,1.8880492377305014
15177,3344,Malta,152194,5.768366847105807
15277,3345,Malta,5310,0.4330667198960681
15355,334A,Malta,52680,51.45671427608294
15605,3354,Malta,1672,0.5407009925413755
15818,3413,Malta,2338,0.07693843135577746
15971,342,Malta,545,0.7963115316169919
16101,344,Malta,3657,7.020388534528389
16321,360,Malta,319,0.37676927000740656
17045,4242,Malta,608,0.2518581947904712
17125,4244,Malta,616,1.4498032485770334
18908,5148,Malta,2008,0.10352381564220174
19259,5161,Malta,1706,0.35158294280355556
19570,5221,Malta,758,0.24145792317268278
21101,5414,Malta,236,0.25322635198802423
21145,5415,Malta,3318,1.1528738426843672
21209,5416,Malta,290,0.035262830247375455
21304,5417,Malta,7332,0.13493955383105036
21842,5513,Malta,1192,1.2414018170808738
21918,5514,Malta,226,0.0511880667377081
22030,5530,Malta,6728,0.4259479775101714
22136,5541,Malta,686,0.4695279906332578
22297,5543,Malta,462,0.7611616201512716
23970,5831,Malta,266,0.018693448322653388
24135,5833,Malta,1024,0.11254773353784928
24478,5839,Malta,234,0.013669113972743686
24980,589,Malta,123,0.2196137337736316
25091,5911,Malta,322,0.20119375707242204
25162,5912,Malta,880,0.4434801253171051
25302,5914,Malta,1182,1.7275191184223693
25393,5921,Malta,606,0.6944992680631085
25760,5989,Malta,880,0.03255969114544035
26321,6116,Malta,2752,2.996710537571368
26552,6122,Malta,1562,5.074948402686552
26627,6123,Malta,55072,17.310082964082124
27063,6210,Malta,6,0.0011092487119280109
27150,6251,Malta,1362,0.15969010121158161
27477,6281,Malta,314,0.9663561760500582
27601,6289,Malta,99052,14.46478686362476
28261,6353,Malta,528,0.0901664513873115
29217,6421,Malta,696,0.11703511856363939
29518,6428,Malta,344,0.04851287408747452
29866,6514,Malta,10306,1.0414236120660818
30256,6521,Malta,298,0.11571654335866713
30360,6522,Malta,242,0.021661589403121684
30489,6531,Malta,680,0.06905877269267845
30905,6539,Malta,354,0.6842740302990292
31416,6552,Malta,26368,2.918095494079879
31716,6573,Malta,2,0.0003503386192585453
31900,6577,Malta,1134,0.5033387473457792
32424,6589,Malta,376,0.10067336480522537
32921,65XX,Malta,114,15.758647623247448
33120,6613,Malta,554,0.15555629855126785
33566,6633,Malta,1068,0.3261244793037531
33943,6642,Malta,390,0.17205214584274586
34216,6648,Malta,1088,0.8143109552710582
34287,6649,Malta,4800,1.0613902548639043
34914,6672,Malta,208,0.005915059243500672
34994,6673,Malta,672,0.49065649387175053
35270,6716,Malta,848,0.1519700288179687
35354,6724,Malta,1616,4.1188581736333445
35500,6727,Malta,720,0.06863168246341639
35597,6731,Malta,784,0.21466522006097638
35682,6732,Malta,398,0.04936245845406192
35770,6733,Malta,614,0.13469676538409703
35879,6744,Malta,6740,0.9367737537387425
36171,6749,Malta,228,0.017521767261917322
36637,6785,Malta,606,0.15661728236864478
37071,6821,Malta,1042,0.10041015664946266
37487,6842,Malta,8016,0.4735595492861052
37702,6861,Malta,514,0.14250945101364768
38123,6911,Malta,754,0.11588423275397369
38701,6940,Malta,320,0.03098593241831035
38846,6953,Malta,1218,0.23669014721610834
38944,6954,Malta,746,0.08603682060578338
39291,6975,Malta,12078,12.66229834878997
39460,6991,Malta,2254,0.1990638023390513
39816,6997,Malta,250,0.025137324413096677
40151,6XXX,Malta,26,3.7381991407075548
41005,7144,Malta,848,0.08303114068319117
41185,7149,Malta,1376,0.0709762892783003
41372,7162,Malta,1026,0.07419899343828812
41620,7188,Malta,336,0.14125761967792858
41766,7211,Malta,738,0.5982691464606075
42392,7239,Malta,932,0.31618903512695695
42508,7243,Malta,236,0.08216171546371515
42777,7247,Malta,400,0.1537792935214868
43111,7263,Malta,208,0.23514429757144317
43173,7264,Malta,744,0.17409482192792972
43479,7272,Malta,608,0.17996432951859667
43571,7281,Malta,602,0.09685703482192651
43763,7284,Malta,5904,0.14228226944701117
44082,7362,Malta,404,0.10391655961702345
44369,7371,Malta,26,0.02711966623530923
44847,7414,Malta,380,0.07059781794054389
44921,7415,Malta,10538,1.086715269113455
45007,7416,Malta,31440,3.205419169925259
45125,7421,Malta,478,0.47482868122172206
45336,7428,Malta,1756,0.31945407462554787
45417,7429,Malta,2200,0.5511482186750465
45533,7431,Malta,258,0.02565764614988328
45607,7434,Malta,430,0.15456697931175797
45831,7439,Malta,298,0.04622890660543221
45957,7441,Malta,2096,0.4097930352906852
46048,7442,Malta,2208,0.22643842289717755
46146,7449,Malta,3424,0.3371146963070348
46335,7452,Malta,1222,0.09122974150346513
46525,7492,Malta,496,0.028343391049936367
